00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,07,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04
00,00,00,00,00,29,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
00,00,00,00,00,24,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
00,00,00,00,00,02,01,01,01,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,02,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,s,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

