00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,07,04,04,04,04,04,04,04,04,04,04,04,04,04,04,36,00,00,00,00,00,00,00,00,00,00,00
00,00,00,29,23,23,23,23,23,23,23,23,23,23,23,23,23,23,35,00,00,00,00,00,00,00,00,00,00,00
00,00,00,24,16,16,16,16,16,16,16,16,16,16,16,16,16,16,34,00,00,00,00,00,00,00,00,00,00,00
00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,17,04,04,04,04,04,04,04,04,04,00,00
00,00,00,02,46,01,01,45,45,45,45,45,45,45,45,01,01,01,05,23,23,23,23,23,23,23,23,23,00,00
00,00,00,02,46,01,01,01,01,01,01,01,01,01,01,01,01,01,32,16,16,16,16,16,16,16,16,16,00,00
00,00,00,02,46,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00
00,00,00,02,46,01,01,45,45,45,45,45,45,45,45,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00
00,00,00,02,46,01,01,01,01,01,01,01,01,01,01,01,01,01,19,18,18,18,18,18,18,18,18,18,00,00
00,00,00,02,46,01,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00
00,00,00,02,01,45,45,45,45,45,45,45,45,45,45,45,45,45,03,00,00,00,00,00,00,00,00,00,00,00
00,00,00,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,2,0,1,1,1,1,1,1,1,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,0
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,e,0,0
0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
