00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,07,04,04,04,04,04,04,04,04,04,04,04,04,36,00,00,00,00
00,00,00,00,00,29,23,23,23,23,23,23,23,23,23,23,23,23,35,00,00,00,00
00,00,00,00,00,24,16,16,16,16,16,16,16,16,16,16,16,16,34,00,00,00,00
00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,13,18,18,18,18,08,01,01,19,18,18,18,18,11,00,00,00,00
00,00,00,00,00,00,00,00,00,00,02,01,01,03,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,02,01,01,03,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,02,01,01,03,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,02,01,01,03,00,00,00,00,00,00,00,00,00

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,s,0,1,0,0,0,0,0,0,0,0,0
