00,00,00,00,00,00,00,00,00,00,00,00,00,02,01,01,03,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,02,01,01,03,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,02,01,01,03,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,07,04,04,04,04,20,01,01,17,04,04,04,04,36,00,00,00,00
00,00,00,00,00,00,00,00,29,23,23,23,23,30,01,01,28,23,23,23,23,35,00,00,00,00
00,00,00,00,00,00,00,00,24,16,16,16,16,33,01,01,32,16,16,16,16,34,00,00,00,00
00,00,00,00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,02,01,09,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,42,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,41,43,43,43,44,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,29,23,23,23,30,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,24,16,16,16,33,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,02,01,09,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,42,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,41,43,43,43,44,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,29,23,23,23,30,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,24,16,16,16,33,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,02,01,09,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,02,01,01,01,01,01,01,01,01,01,01,01,01,03,00,00,00,00
00,00,00,00,00,00,00,00,13,18,18,18,18,18,18,18,18,18,18,18,18,11,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00

0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,n,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
